"","ID","RegionName","NVotes","Leave","Residents","Households","AdultMeanAge","White","Owned","OwnedOutright","SocialRent","PrivateRent","Students","Unemp","UnempRate_EA","HigherOccup","Density","Deprived","MultiDepriv","Proportion","Vote","Age_18to44","Age_45_above","non_white","high_education_level","low_education_level","High_education_level","Low_education_level"
"511",511,"SW",7720,4505,12532,5324,52.6,98.3,78.8,34.1,3.9,15.7,2.8,2.9,4.2,35.1,14.7,55.5,21.3,0.583549222797927,"Leave",28.7,50.8,1.5,26.6,20.4,26.6,20.4
"512",512,"Y",7369,5028,15012,6497,48.3,91.5,72.4,26.2,11.3,14.8,3.2,5.3,7.6,25,16.9,62.1,27.9,0.682317817885738,"Leave",34.9,44.2,11.5,15.9,29.7,15.9,29.7
"513",513,"EE",3118,1235,2473,1000,48.3,95.4,79.4,26.8,7.7,10.9,2,1.7,2.1,47.4,1.5,42.2,13.9,0.396087235407312,"Remain",34.3,42.9,4.3,37.9,14.9,37.9,14.9
"514",514,"SE",8535,2411,14512,6334,48.6,90.7,75.7,28.6,2.9,20.1,4.3,2.9,3.8,53.8,18.3,45.3,15.5,0.282483889865261,"Remain",36.1,42.5,8.6,46.6,11.9,46.6,11.9
"515",515,"L",5589,3031,15769,5989,43.9,53.7,44.5,12.6,35.9,18.1,7.9,7.6,11,24.8,61,69.7,34,0.542315262122025,"Leave",40,30.5,46.6,24.2,25.3,24.2,25.3
"516",516,"NW",8974,4102,13940,5980,51.1,98.5,82.6,31.8,8.3,8.4,3.3,3.4,5,32.2,18.4,55.9,24.5,0.457098283931357,"Remain",31.3,49,1.5,23.6,22.2,23.6,22.2
"517",517,"Y",7884,5372,15897,6858,47.4,96.5,66.5,21.5,21.5,10.6,2.1,5.2,7.4,24.9,13.5,61.5,30.5,0.681380010147133,"Leave",37.3,41.2,3.9,16.9,30.9,16.9,30.9
"518",518,"EE",4551,1695,7723,2919,48.8,92.7,74.9,26.7,13.6,10.3,3.1,2.5,3.4,56,29.8,39.1,13,0.372445616348055,"Remain",32.5,39,6.9,47,12.3,47,12.3
"519",519,"L",7910,3741,13955,3980,43.9,16.5,68.2,26.6,6.6,23.5,9.3,5.3,7.7,24.2,93,71,33.1,0.472945638432364,"Remain",42,34.8,125.7,25.4,19.8,25.4,19.8
"520",520,"WM",10213,5503,28143,9688,45.3,44.5,62.6,23.3,20.1,14.4,6.1,8.2,13.6,17.6,49.6,73.5,38.6,0.53882306863801,"Leave",37,31.3,88,13.8,35.8,13.8,35.8
"521",521,"L",8315,4071,15232,5406,40.5,29.3,38.1,16.7,12.9,44.1,11.8,4.9,6.6,35.2,90,70.1,29.6,0.48959711365003,"Remain",54.1,25.7,111,42.8,12.8,42.8,12.8
"522",522,"WM",5430,2486,12345,5394,45.3,57.3,58.1,26.8,11.2,29.2,8.4,7.8,11.1,35.6,36,61.5,26.9,0.457826887661142,"Remain",43.9,38.6,60.2,33.8,19.8,33.8,19.8
"523",523,"L",7783,3738,12830,4889,50.9,80.5,85.4,32.5,6.7,7.1,3.5,3.2,4.5,46.4,20.7,46.9,14.8,0.480277527945522,"Remain",29.2,48,24.1,35,15.1,35,15.1
"524",524,"SW",1599,969,3184,1341,50.5,99,73.1,30.8,14.7,9.6,1.7,3.4,4.9,25.9,4.5,58.5,23.4,0.606003752345216,"Leave",30.5,47.8,1.1,19.8,25.3,19.8,25.3
"525",525,"SE",2556,1451,4812,2164,53.5,94.5,84.6,43.4,3,10.4,1.7,2.4,3.4,45.7,2.1,50.1,16.9,0.567683881064163,"Leave",26.5,55,6.5,32.9,21.3,32.9,21.3
"526",526,"SE",7453,2885,14142,6588,44.9,88.9,32.6,11.8,44.8,20.4,6.7,5.7,8.7,33.3,35.7,67.8,35.5,0.387092445994901,"Remain",42.5,36.6,9.8,29.5,25.6,29.5,25.6
"527",527,"L",6786,2775,13845,5237,48.3,73.7,69.4,30.7,10,18.9,9.7,4.2,6.3,42.8,13.6,54.7,22.4,0.408930150309461,"Remain",36.8,43.7,28.6,35,19,35,19
"528",528,"L",6145,3523,11455,4504,45.1,69.2,59.9,19.3,21.3,15.8,5,4.3,5.9,28.4,32.2,62.7,26.8,0.573311635475997,"Leave",41,36,39.3,22.2,23.4,22.2,23.4
"529",529,"NW",5978,3816,10900,4883,49.7,95.8,73.4,27.3,15.6,9.8,2.3,4.4,6.3,25.9,36.1,61.4,29.1,0.638340582134493,"Leave",34.2,46.7,5.7,17.5,26.6,17.5,26.6
"530",530,"NW",1597,815,7409,2992,43.8,53.8,49.4,23.2,28.5,18.6,5.2,8.2,14.5,13.8,53.6,77.4,44.5,0.510331872260488,"Leave",41.9,30.4,80.2,13.1,36,13.1,36
"531",531,"SE",4574,2732,6907,2964,54.1,95.7,91.2,39.9,0.7,7.3,2.2,2.5,3.6,40.4,26.2,52.3,18.3,0.597289024923481,"Leave",26.5,53.7,4.6,25.1,22.1,25.1,22.1
"532",532,"SW",6668,4118,14151,5831,43.2,96.3,49.8,15,24.7,23.5,13,4.8,7.3,24.5,46.4,62.8,30.4,0.617576484703059,"Leave",44.5,34.5,3.4,18.6,23.4,18.6,23.4
"533",533,"WM",11893,4049,23097,9980,44.4,65.6,56.7,24,11.9,29.3,11.8,4.8,6.8,52.4,44.2,51,21.8,0.340452366938535,"Remain",46.3,35.1,45.8,48.7,16.9,48.7,16.9
"534",534,"NW",6515,3951,11466,4911,48.4,93.7,75.7,28.1,12.5,10.8,3.4,4.1,5.7,27.3,27.5,58.9,27.1,0.606446661550269,"Leave",34.6,44.7,8.5,17.8,26.7,17.8,26.7
"535",535,"WM",11164,3936,31522,9348,42.4,21.2,65.9,30.8,10,21.8,8.8,7.4,13.1,19.2,71.4,73.2,38.7,0.352561805804371,"Remain",41.6,26.3,132.1,19.7,32.1,19.7,32.1
"536",536,"L",10192,4030,15625,6930,45.6,79.4,70.5,20,10.7,16.7,3.1,4.3,5.5,47.8,70.7,49,19.5,0.395408163265306,"Remain",41.9,36,20.7,38.3,15.2,38.3,15.2
"537",537,"Y",6592,4389,15534,6657,48,92.1,48.5,19.9,41.5,9,3,7.3,11.2,21.7,23.6,70.3,35.1,0.665807038834951,"Leave",34.8,41,10,15.2,34.7,15.2,34.7
"538",538,"EM",5256,2580,10747,4206,47.7,54.9,65.5,25.4,15.2,16.9,6.8,5.6,8.9,23.8,36.3,67.7,32.1,0.490867579908676,"Remain",36.6,38.3,67.2,20,30.4,20,30.4
"539",539,"L",5431,1471,14574,5578,40.7,56.8,35.1,12.6,24.3,38.3,9.5,6.2,8.8,29.9,100.2,69.9,35.1,0.270852513349291,"Remain",51.7,26.8,40.7,32.9,20,32.9,20
"540",540,"EM",5424,3545,17695,6581,42,74.4,34.3,8.7,49.8,14.5,5.1,11.2,17.7,12.4,64.4,74.3,39.3,0.653576696165192,"Leave",38.7,25.6,26.4,9.8,38.1,9.8,38.1
"541",541,"SE",7555,4596,12731,4973,50,87,80.1,31.6,5.7,13.1,3.2,3.8,5.3,30.8,34.3,56.9,21.5,0.608338848444739,"Leave",31.8,46.4,18.5,20.4,23,20.4,23
"542",542,"EE",2920,1321,9180,3934,43.9,82.5,39.5,13.4,37.9,18.9,6.4,4.8,6.4,32.7,59.9,59.6,25.6,0.452397260273973,"Remain",46.3,33.7,19,31.5,22.1,31.5,22.1
"543",543,"SE",5874,3481,8036,3152,51.8,91.1,91.7,36.9,0.5,7.3,2.4,2.3,3.2,41.7,20.1,46.4,13.4,0.592611508341845,"Leave",28.1,52.1,12.5,27.2,17.6,27.2,17.6
"544",544,"L",4643,1263,9014,4269,44.3,78.3,51.2,24.6,6.6,40.6,4,2.7,3.4,68.7,78.1,41.1,12.5,0.27202239931079,"Remain",51,34,24.4,64.6,6.4,64.6,6.4
"545",545,"EE",5322,1621,9444,4055,44.7,85.9,36.1,15.6,38.9,22,7.3,3.7,5,45.3,37.1,55.9,22.3,0.304584742577978,"Remain",46.2,34.6,13.3,42.7,18.7,42.7,18.7
"546",546,"NW",1724,1203,6470,2695,49.5,97,89.5,34.3,1.3,8.5,3.4,2.4,3.3,30.1,8,52.8,21,0.697795823665893,"Leave",32.4,48.5,4,21.6,23.1,21.6,23.1
"547",547,"SE",2052,817,4299,1921,53,93.3,75.8,37.3,5.2,17.1,2.3,2,2.9,53.1,6.9,46.5,14.4,0.398148148148148,"Remain",28.9,52.1,6.6,43.4,14,43.4,14
"548",548,"L",5976,2882,16600,6111,43.4,41.1,42.2,14.7,26.5,28.1,8.4,7.5,11.8,21.5,92,73.3,38.2,0.482262382864793,"Remain",39.5,29.7,53.9,20,28.5,20,28.5
"549",549,"L",7494,4340,13116,5197,48.3,81.7,67.5,23.1,21,10.5,4.6,4.5,6.5,32.8,52.8,60.9,26.6,0.579129970643181,"Leave",35.4,43.3,17.7,23.4,25.4,23.4,25.4
"550",550,"SE",4814,2781,8366,3572,49.4,95.1,79.9,28.7,6.1,12.7,2.2,2.8,3.7,39.1,21,50.4,18,0.577690070627337,"Leave",34.6,45,5.1,26,18.1,26,18.1
"551",551,"Y",7195,2836,21298,5780,40.4,17.3,67.2,31.2,13,17.5,8.3,8.4,15.6,11.4,76.9,80.6,46.3,0.394162612925643,"Remain",42.1,21.3,149.1,12.2,39,12.2,39
"552",552,"L",7821,3666,9865,4203,51.1,84.4,82.4,35,4.5,12.4,3.1,2.8,3.9,54.9,41.2,45.2,13.7,0.468738013041811,"Remain",30.9,47.9,17,43.3,12.1,43.3,12.1
"553",553,"WM",2800,1778,4348,1910,51.3,93.4,67.9,30.9,24.4,5.7,3.1,4.2,6.1,30.8,8.3,61,28.5,0.635,"Leave",31.3,48.6,7.8,20.9,27.9,20.9,27.9
"554",554,"NW",4146,1930,11351,4299,42.2,38.9,53.5,21.7,27.2,16.3,6.6,8.9,15.8,13.7,56.4,79.9,48.9,0.465508924264351,"Remain",43.2,27.9,91,13.8,37.2,13.8,37.2
"555",555,"L",6609,3177,14566,5544,43.5,63.8,52.6,14.7,23.7,22.2,6.7,6.2,9,30.4,52.2,64.6,30.6,0.480708125283704,"Remain",41.4,30.6,32.1,25.4,24.6,25.4,24.6
"556",556,"WM",2983,1845,4067,1796,53.7,96.1,76.1,35.1,16.1,6.7,3,3.3,4.9,41.5,8.3,54.7,22.6,0.61850486087831,"Leave",27.7,54.9,4.4,29.1,23.4,29.1,23.4
"557",557,"SE",3090,1753,6444,2714,48.9,96.2,60.6,21.8,26.3,10.2,2.1,3.8,5,35.4,4.9,52.6,20.2,0.567313915857605,"Leave",33.9,43.5,3.1,27,21,27,21
"558",558,"WM",7972,4455,13146,5845,50.7,96.3,72.3,30.4,15.2,10.6,2.8,4.5,6.4,37.3,49.1,56.3,26.1,0.558830908178625,"Leave",31.8,47.1,4.4,27.4,25.6,27.4,25.6
"559",559,"EE",2903,1519,5255,2230,47.9,83.8,50.6,19.6,35.7,10.6,2.6,5,6.9,32.8,30.1,58.8,24.6,0.523251808473992,"Leave",36.9,39.1,19.8,24.5,22.7,24.5,22.7
"560",560,"L",6287,1134,12905,5438,38.6,75.7,43.2,16.3,21.3,34.4,5.4,3.8,4.6,64.3,98.6,47.3,17.5,0.180372196596151,"Remain",60.2,23,23.3,63.3,8.3,63.3,8.3
"561",561,"WM",2995,2033,5006,2046,47.2,98.1,82.7,28.6,5.5,11.1,2.9,3.8,5.1,27.9,21.5,54.6,23.8,0.678797996661102,"Leave",37.6,42.2,2.3,19.5,23.6,19.5,23.6
"562",562,"L",6977,1459,14611,6214,40.1,61.1,40.7,12.9,12.9,44.9,6.2,5.4,6.8,45.8,103.4,59.7,24.8,0.209115665758922,"Remain",55.5,25.9,41.4,46.3,12.6,46.3,12.6
"563",563,"WM",2454,1772,4937,1971,48.3,97,76.9,27.9,14.5,7.9,3.7,4,5.7,27.8,16.4,59.1,26.3,0.722086389568052,"Leave",34.4,45.1,3.8,18.2,27.1,18.2,27.1
"564",564,"EE",5944,2355,9975,4886,41.3,92.5,49.5,15.2,16.6,32.3,4.8,4.7,6,33.2,75.9,49.3,20.4,0.396197846567968,"Remain",53.6,29.1,6.9,28.8,18.3,28.8,18.3
"565",565,"NE",4994,3153,11344,5083,46.9,97.9,52.1,16.6,35.9,11.3,3.3,7.8,11.5,18.2,10,68.9,34.9,0.631357629154986,"Leave",37.2,40.4,2.5,12.3,32,12.3,32
"566",566,"L",7340,2486,16149,6524,44.6,48.7,56.6,17.4,20,21.4,6.7,6,8.3,38.1,63.2,58.5,23.2,0.338692098092643,"Remain",41.3,35.4,56.7,35.2,16.6,35.2,16.6
"567",567,"L",7544,1518,17315,7194,37.6,56.7,22.9,7.1,42.3,32.2,8.4,6,7.7,48.4,167.8,63.1,26.9,0.201219512195122,"Remain",59.8,21.7,40.2,48.5,13.9,48.5,13.9
"568",568,"Y",5848,3725,12224,5190,48.9,94.6,72.5,27.1,5.7,20.6,5.4,5.2,7.3,31.2,31.1,53.8,20.8,0.636969904240766,"Leave",35.4,44.9,6.1,24.9,22,24.9,22
"569",569,"WM",14775,7916,25372,10707,50,89.6,76.6,29.7,10.9,11.1,3.2,3.5,4.9,43.7,17.6,51.9,20.2,0.535769881556684,"Leave",32.4,45.7,13.8,33.5,19.3,33.5,19.3
"570",570,"NW",2452,1845,7873,3140,45.1,92.2,53.7,13,33.1,11.9,3.7,5.8,8.7,23.6,36.6,65.1,34.2,0.752446982055465,"Leave",37.3,33.9,10,16.9,30.3,16.9,30.3
"571",571,"NW",4948,2976,12989,6558,43.2,85.4,29.3,11,46.8,20.8,13.4,7.5,12.3,19.9,53,74.2,42.6,0.601455133387227,"Leave",47.3,35.5,14.4,17.5,34.6,17.5,34.6
"572",572,"L",4902,2165,11455,3960,45.6,54.9,72.3,25.1,4.7,21.6,6.4,4,5.4,37.7,65.5,56.8,22.2,0.441656466748266,"Remain",39.9,37.8,65.3,32.9,15.7,32.9,15.7
"573",573,"Y",5780,3453,12266,5154,48.4,81.1,70.3,26.9,12.2,16,3.2,5,7.3,25.9,17.6,61.5,27.4,0.597404844290657,"Leave",34.5,40.8,33.6,17.5,27.4,17.5,27.4
"574",574,"Y",7475,4738,16376,6853,46.9,88.5,69.1,22.3,15.6,13.7,3.2,5.8,8.1,24.3,39.8,62.9,29.6,0.633846153846154,"Leave",36.8,39.4,14.5,15.9,28.2,15.9,28.2
"575",575,"NW",3171,1461,6022,2193,50,62.6,91,40.9,1.1,6.5,4.3,2.1,3.1,43.8,13,46.4,12.7,0.46073793755913,"Remain",30.9,45.9,67,37.4,16.4,37.4,16.4
"576",576,"NW",5991,3549,11077,4331,48.5,78.4,77.7,27.1,11.2,9.9,3.6,4.7,6.8,29.4,30.7,60.7,28.2,0.592388582874312,"Leave",33.7,40.7,23.8,19.9,26.9,19.9,26.9
"577",577,"NW",8288,3141,12021,4907,54.4,95.1,93.1,41.5,1.3,4.9,2.9,2,2.9,56,13.1,41,10.5,0.37898166023166,"Remain",24.4,54.7,6.1,44.7,11.8,44.7,11.8
"578",578,"Y",7222,4714,11146,4627,50.3,98,85.8,30.6,6.6,6.7,2.3,3,4.2,35.1,12.8,52.1,20.8,0.652727776239269,"Leave",30.8,48.3,3,24.5,21.2,24.5,21.2
"579",579,"L",5407,1831,12712,5697,41.6,69,40.4,11.7,30.2,26.8,6,6.3,8.3,51.3,123.5,60,26.5,0.33863510264472,"Remain",51.4,28.6,27.2,51.5,13.8,51.5,13.8
"580",580,"NE",4422,2729,7479,3337,51.9,97.9,71.4,27.3,21.9,5.9,3,4.7,7.2,30.6,11.7,61.9,29.1,0.617141564902759,"Leave",29,51.8,2,23.5,27.2,23.5,27.2
"581",581,"WM",5765,3475,15076,5399,44.6,44.1,56,22.9,23.9,18,5.4,9.1,15,14.9,42.9,76.8,42.2,0.602775368603643,"Leave",39.2,31.4,91.1,13.4,37.1,13.4,37.1
"582",582,"NW",6842,3839,14548,6076,50.1,96.7,79.1,29,7.5,12.5,3.5,4.6,6.7,30.4,38,59.4,27.3,0.561093247588424,"Leave",31.6,47.9,3.5,24.1,22.6,24.1,22.6
"583",583,"L",5967,3344,10775,4237,48.7,77.6,74.2,27.5,14.4,10.1,4.6,4.7,6.7,35.7,56.4,59.2,24.4,0.560415619239149,"Leave",33.7,44.4,23.3,24.7,23.5,24.7,23.5
"584",584,"Y",6076,4088,13317,5504,45.7,82.2,59.1,24.4,23,15.5,3.5,7.2,10.9,18.7,23.6,68.6,34.6,0.672811059907834,"Leave",38.1,37.7,27.9,12.5,31.8,12.5,31.8
"585",585,"WM",6333,4809,14402,5711,46.1,82.5,50.2,17.7,37,11.4,3.4,8.5,13.1,15.8,41.5,73.9,42,0.759355755566082,"Leave",37.6,35.8,25.7,10.1,39.8,10.1,39.8
"586",586,"NE",4929,3186,11435,5084,48,99,48.3,16.1,41.8,9.5,2.9,8.5,13.5,13,43,74.4,41.5,0.646378575776019,"Leave",35.4,42.3,1,7.7,38.8,7.7,38.8
"587",587,"L",5733,1902,12933,4850,40.3,52.4,45.5,17.4,14.4,37.9,9.5,6.1,8.1,40.9,101.2,61.4,25,0.331763474620618,"Remain",54,27.2,58.8,40.8,15.1,40.8,15.1
"588",588,"L",7901,3351,11181,4041,44.8,43.5,64.3,23.9,6.7,27.3,7.2,4.5,6.2,44.8,78.5,56.8,22,0.424123528667257,"Remain",41.7,35.5,80.1,43,13.1,43,13.1
"589",589,"NW",5662,3686,11215,4970,47.8,95.5,71.9,26.5,11.7,15.4,3.1,4.6,6.5,23.7,42.4,62.8,29.5,0.651006711409396,"Leave",36.3,43,5.2,14.5,28,14.5,28
"590",590,"NW",4991,3044,12410,4559,43.9,60.6,62,21.1,21.2,15,5.7,7.4,11.5,17.8,33.4,71.7,36,0.609897816068924,"Leave",39.3,31.4,64.9,14.8,33.2,14.8,33.2
"591",591,"L",5992,1670,12122,5729,41.6,71.8,27.5,11.1,47.8,21.7,6.4,5.6,7.8,50.4,154,62.5,30.3,0.278704939919893,"Remain",51.8,29.1,24.5,47.3,19.2,47.3,19.2
"592",592,"WM",2472,1802,4978,1874,51.5,95.6,80.4,34.8,14.1,4.5,2.7,3.5,4.9,30.6,3.5,55.8,22.5,0.728964401294498,"Leave",30.2,51.3,5.8,20.4,29.6,20.4,29.6
"593",593,"SE",3501,1994,7768,3395,42.4,91.5,64.6,10.3,17.3,16.3,2.3,3.1,3.7,40.1,57.9,45.9,16.3,0.569551556698086,"Leave",46.4,32.4,9.6,27.6,15.2,27.6,15.2
"594",594,"SW",7326,4608,13407,5665,50.6,96.8,73,29,11.7,13.9,3.1,2.9,4.2,32.7,37.9,56.1,23.6,0.628992628992629,"Leave",31.8,47,3.3,21.7,22.3,21.7,22.3
"595",595,"L",4773,1693,9857,3473,42.9,42.5,57.2,21.7,3.7,37.9,8.8,4.8,6.5,31.5,114.4,60.7,25.5,0.354703540750052,"Remain",47.3,32.1,68.3,32.1,15.8,32.1,15.8
"596",596,"NE",4187,2841,7653,3424,49.1,97.5,51.5,16.3,43.5,4.4,2.9,7.4,11.2,16.5,26.9,69.6,37.5,0.678528779555768,"Leave",33.1,45.7,2.2,10.7,33.4,10.7,33.4
"597",597,"NW",1039,753,2627,1471,46.4,98.9,52.9,22.4,11.6,34.7,2.2,8.3,13.3,13.8,9.4,75.4,45.3,0.724735322425409,"Leave",40.4,42.7,1.2,11.7,28.2,11.7,28.2
"598",598,"L",5383,3445,12754,4879,44.3,64.3,48,14.2,27.6,17.2,5,4.9,6.6,24.9,29.5,67.6,31.1,0.639977707597994,"Leave",41.9,33.6,47.8,20.2,24,20.2,24
"599",599,"Y",7422,4414,17053,6361,47,66.2,69.7,23.6,13,15.8,4.3,5.3,7.8,25.8,30.2,64.2,30.8,0.594718404742657,"Leave",35.1,36.7,55.4,19.4,28.4,19.4,28.4
"600",600,"L",6678,2554,14514,5934,45.7,68.4,60.5,25.6,7.6,29.7,7.4,4.7,6.5,45.8,55.3,53.4,20.1,0.382449835280024,"Remain",43.1,35.8,32.3,41.2,16.1,41.2,16.1
"601",601,"L",4898,993,11317,5222,47.3,80,53.3,33.2,11.4,33.2,4.5,2.7,3.6,72.6,47.4,47.2,13.3,0.202735810534912,"Remain",42.5,38.6,19.2,68.3,6.1,68.3,6.1
"602",602,"SE",7671,4349,13108,5282,52.2,95.9,84.3,35.3,2.9,12,2.9,2,2.8,42.4,23,49,16.3,0.566940424977187,"Leave",29.1,49.2,4.3,30.6,17.9,30.6,17.9
"603",603,"WM",12709,6399,25815,10957,47.4,77.4,62,22.2,24.1,10.6,4.4,6.5,9.5,32.2,47.5,62.2,32,0.503501455661342,"Leave",36.8,39.1,28.7,25.5,27.8,25.5,27.8
"604",604,"WM",9789,3469,31203,9572,41,10.8,50,25.6,29.1,17.8,11.3,11.1,19.3,14.5,92,78.7,44,0.35437736234549,"Remain",43.8,24.4,126.5,16.3,34.3,16.3,34.3
"605",605,"SE",7703,5175,13328,5411,47.6,95.2,79,25.8,7.2,12.9,2.7,3.4,4.7,31.4,24.3,51.1,18.9,0.671816175516033,"Leave",35.2,42.2,5.8,19.4,19.1,19.4,19.1
"606",606,"WM",6239,4329,13535,5158,46.3,72.1,56.3,21,31.5,11.1,3.9,7.9,12.3,16.9,33.3,73.1,38.6,0.69386119570444,"Leave",37.3,36.5,40.8,10.7,38.5,10.7,38.5
"607",607,"L",4442,1212,8526,3485,50.8,82.9,71.7,40.8,3.5,22.4,3.7,2,3,68.3,14.1,34.7,9.2,0.272850067537145,"Remain",31.7,47.3,19.1,62.3,6.8,62.3,6.8
"608",608,"Y",8636,4465,15424,6813,51.4,96,83,32.7,6.4,9.2,2.3,3.2,4.4,42.2,10.5,49,18.1,0.517021769337656,"Leave",30,51,4.7,32,18.3,32,18.3
"609",609,"EE",4111,774,9826,2091,32.2,80.3,58.1,30.6,8.8,31,61,0.9,2.7,65.2,29.6,42.7,11.9,0.188275358793481,"Remain",73.3,19.3,21.7,41.9,3.7,41.9,3.7
"610",610,"L",6113,2941,14359,5845,44.5,66.4,51,14.8,30.4,16.8,7.1,5.3,7.6,34.8,61.9,63.5,30.4,0.481105840013087,"Remain",42.9,34.1,34.6,30.8,23.7,30.8,23.7
"611",611,"L",7601,3829,17698,6368,43.8,42.7,46,14.6,22.5,27.5,7.6,6.2,8.9,26.1,72,71,33.5,0.503749506643863,"Leave",43.1,30.8,66.6,25.8,21.9,25.8,21.9
"612",612,"L",6458,2572,10737,4009,50.6,56.7,74.1,31.2,9.5,14.8,4.2,3.8,5.3,48.3,33.6,51.8,19.5,0.398265716940229,"Remain",31.8,46.7,66.1,41.8,15.4,41.8,15.4
"613",613,"EE",3458,1655,5455,2171,49.5,96.5,84.2,31.4,8,7.3,2,2.5,3.3,40.4,18.5,44.4,13.6,0.4786003470214,"Remain",33.2,44.4,3.1,30.6,18.2,30.6,18.2
"614",614,"L",4785,1405,13487,4840,43,47.5,27.9,7.5,49.2,20.1,8.6,7.8,12.7,21.1,81.5,77.6,43.2,0.29362591431557,"Remain",39.7,29.4,46.1,20.7,30,20.7,30
"615",615,"Y",9194,6219,17432,7100,46.6,88.1,63.3,17.2,20.3,15.2,3.1,6.4,9.2,21.5,49.9,64.7,32,0.676419403959104,"Leave",36.6,37.4,15.7,14.6,32.4,14.6,32.4
"616",616,"WM",1081,692,2058,883,50.4,97.9,74.6,36.1,13.4,10.6,3.1,3.1,4.5,36.2,1.1,51.6,18.3,0.640148011100833,"Leave",31.8,51,2.1,25.2,22.8,25.2,22.8
"617",617,"NW",5849,2799,9639,3897,48.6,93.1,88.1,31.2,2.4,8.9,3.2,2.2,2.9,48.2,9.5,42.5,14,0.478543340742007,"Remain",33.5,44.1,9.1,34.9,15.9,34.9,15.9
"618",618,"L",5643,1883,13875,5611,40.1,51,12.3,4.8,62.9,21.6,19.4,5.7,9.8,31.9,101.6,75.6,40.3,0.333687754740386,"Remain",51.1,26.9,44.9,29.5,22.7,29.5,22.7
"619",619,"WM",14296,6003,26046,11317,47.8,84,61.9,21.8,21.1,15,4.8,5.1,7.2,40.8,41.1,56.5,26,0.419907666480134,"Remain",37.1,41.1,18.5,34.5,22.8,34.5,22.8
"620",620,"Y",6426,4514,11654,4933,48.2,97.6,74.7,26.1,13.4,10.6,2.2,4.3,6.1,28.7,6.5,57.5,27.6,0.702458761282291,"Leave",35.1,43.2,2.6,19.3,27.8,19.3,27.8
"621",621,"WM",5739,3437,13538,5280,44.6,46.5,48.7,20.3,35,14.5,5.4,11,16.9,17.2,37.7,73.9,41.6,0.59888482313992,"Leave",40.7,33.1,76,15.5,34.8,15.5,34.8
"622",622,"L",6433,1334,13473,5817,41.1,71.6,34.4,15.1,33.8,29.7,9.5,4.2,5.8,55.1,134.5,61.4,25.7,0.207368257422664,"Remain",53.7,28.8,25.6,54.6,13.6,54.6,13.6
"623",623,"WM",3498,1742,5662,2160,43.7,93.2,77.6,17.1,5.5,16.3,3.2,2.6,3.1,47.6,25.3,35.2,8.4,0.497998856489423,"Remain",41,32.5,9.9,37.2,10.5,37.2,10.5
"624",624,"SE",7962,5703,13713,5671,50.2,96.8,78.9,30.8,10.6,8.4,2.2,4,5.8,27.8,1.9,62.2,27,0.716277317256971,"Leave",30.7,48.3,3.7,16.2,27.5,16.2,27.5
"625",625,"WM",7588,5446,13796,5088,46.4,85.2,60.4,19.8,30.3,7.2,3.3,6.6,9.9,23,33.8,64.5,33.3,0.717712177121771,"Leave",36.8,36.6,20.5,15.9,33.7,15.9,33.7
"626",626,"SW",1488,837,2017,954,54.2,96.6,81.2,40.1,6.7,10.7,2.1,2.3,3.3,37.7,7.2,54.4,20.4,0.5625,"Leave",27.3,54.9,4.6,26.5,21,26.5,21
"627",627,"NW",5739,3811,10919,4745,47,96.6,58.9,20.2,29.3,10.6,2.8,7.2,10.7,19.7,20.1,67.6,36,0.664052970900854,"Leave",35.9,41.1,3.7,12.6,32.9,12.6,32.9
"628",628,"NW",6707,4061,10517,4534,48.2,95.8,76.9,27.2,10.7,11.1,3.6,3.8,5.2,26.7,25.1,59.2,26.5,0.605486804830774,"Leave",35,43.7,4.8,15.7,27.1,15.7,27.1
"629",629,"EE",5751,3369,9253,3937,53.5,93.8,85.8,39.7,0.8,12.4,2.2,3.2,4.7,41.9,34.6,53.4,18.9,0.585811163275952,"Leave",27.5,53.5,7.5,26.5,20.5,26.5,20.5
"630",630,"NE",5352,3094,11033,4581,49.5,89.2,75.2,29.8,9.9,14,6.5,4.7,7,29.5,52.1,59.9,26.5,0.578101644245142,"Leave",34.7,45.8,12.4,23.4,25.3,23.4,25.3
"631",631,"EE",3837,1116,9108,3902,44.7,82.3,46.7,23.1,27.4,23.9,11,4.4,6.2,42.1,62.5,56.2,23,0.290852228303362,"Remain",46,36.1,17.4,42.6,18.1,42.6,18.1
"632",632,"SE",2397,1350,2864,1108,51.6,96.7,74.4,32.5,11.1,11.2,3.2,2.7,4,37.6,2.4,51.5,18.6,0.563204005006258,"Leave",27.9,51.5,2.9,24.9,22.5,24.9,22.5
"633",633,"SE",2804,1689,5240,1675,42.8,97,63.3,23.4,8.2,26.5,2,2.3,2.7,35.7,26.4,50.2,16.6,0.602353780313837,"Leave",46.8,35.9,2.8,20.5,13.7,20.5,13.7
"634",634,"WM",9895,7038,25439,10175,46.2,79.5,49,14.5,35.9,13,4.4,9.5,15,17.4,60.8,75,44,0.711268317331986,"Leave",35.9,35.8,22.9,12.1,39.6,12.1,39.6
"635",635,"SW",2662,1432,4111,1815,48.3,97.6,55.7,20.7,35,7.8,2.3,6.1,8.5,27,6.9,65.6,28.6,0.53794139744553,"Leave",35,43.3,2.5,20.4,27.2,20.4,27.2
"636",636,"L",5667,2841,14415,5364,45.2,49.1,56.3,19.6,15.9,25.9,7.4,6.4,9.8,23.8,51.4,72,36.1,0.501323451561673,"Leave",38.4,34.8,45.6,20.9,28.5,20.9,28.5
